 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size,Fwd Header Length.1, Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk, Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes, Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
445,3753.372533458566,3412.609270188181,5447.025209385069,4948.451858605189,4918.363520567253,5057.553289808419,4256.057110030789,4827.293459520207,5599.260682937725,6878.313145088923,4376.243883236375,4290.456558921211,5470.414127043628,4608.722038423088,5504.636728200862,4755.748320081648,4302.927976033657,5365.375046633917,7024.735660564251,6165.619342494071,5582.535021711712,4817.247348775192,3961.8353053944857,5231.626813619571,4713.801617550425,6133.285745301668,4973.854772002074,4163.674153871875,5564.124179055121,2,3,3,9,4429.691949281134,4926.691500925639,1536.846457091221,5476.890325639379,3861.986570276143,6529.511267260689,5220.463709444368,4335.359956970371,5179.746668419326,7,9,1,9,7,9,2,5,0.3427946561733529,5329.663793324959,4419.478681548591,6039.641814122431,6719.052285586571,6413.813653613387,5433.920813329253,4791.574925227866,3636.045870531703,4923.47688138515,6574.861353432722,4342.720603700743,4962.80410364642,4338.817740838566,5480.169994961289,4468.609722721714,5247.654162588745,5669.037581742485,6110.707353650289,4107.391891959141,6642.079722784396,3822.2717800748087,5211.872983970563,4040.145620285319,4757.9956744509145,3871.5012161565414,5768.670210557951,DoS
3389,3658.032497595097,4646.501148110147,4654.293696491563,5290.61382606979,4055.1850547259387,3824.1856549752956,5157.840671881392,2988.0888089018044,5421.043380935291,4318.397657938586,3371.0482032056757,6794.837664038425,3704.3953160424185,3811.7571465040974,5746.922474082244,5130.460569797682,4004.5369505510907,6531.138698943926,6354.468556402629,5209.441122118789,3748.507008425596,4582.1038901203,5541.145726547661,6303.23082471819,7064.911857500736,4768.397512206744,6489.697831048314,4141.709692520692,5918.847048282692,2,7,2,3,5580.351302661451,4507.885147699133,6010.805231592033,4838.188725560268,5186.894617762955,4600.91098778252,4501.816090116648,5088.838405402348,4904.241839995143,5,2,2,5,6,7,1,0,0.6082722154465471,5595.906986765103,5232.520288333406,6232.146279935988,6602.267409348128,4282.131742038109,5264.321937429091,4986.43282226028,3724.752803729793,3477.803251023017,4555.821602126439,6755.219786452448,5280.711776544955,4090.891646696607,5049.199991193635,4894.359982641201,4981.985567098706,4296.022438442079,4904.045853464479,5221.218199257076,3699.199147688032,2722.203367834694,3250.241894633571,6885.67190286077,5048.08366904422,6457.664674403607,4480.460615696366,BENIGN
21,5420.185576520604,4287.960116295831,4512.793254990749,6499.025133837678,3773.063396704267,5400.701132926824,4967.164304046725,3242.1817117172964,4254.890780168309,5331.50638412747,5224.801681935323,5961.795438163887,4740.591738662404,7226.877909544464,5461.180116999874,2855.409522698077,4395.748075803464,4373.643102029272,5819.1768539866625,5004.716394114521,5521.783231343869,5674.286009398669,4604.934731046056,4897.883549218886,4247.513785428645,5829.833061426784,4050.715307369736,5524.865899521019,6672.9289047311,0,8,2,8,3385.942977279177,5355.923230249161,4793.71845740953,5099.995056678964,5450.432796478915,2622.3231461866003,6599.521518252808,3868.6085548458777,5677.5179490564,4,6,4,9,7,0,6,4,0.6412571838871955,4654.365548606617,4994.0615103119435,6694.608052432106,3788.620170075535,4403.850487473653,3622.272939534855,7196.540853633744,3495.3804508264757,6338.577122113276,4374.563019674996,3889.664376143608,4505.326720211727,6101.822440793294,6619.958682349176,4809.035552661758,4560.132279547313,4851.889631007269,4663.918456067568,5821.620021021038,4960.7874385080995,4985.190706748937,6952.04195563838,4272.694289894465,4851.530098466379,6734.317149089185,4380.796979172498,BENIGN
21,4633.982391268498,4981.304166910487,3497.18472084072,4068.4875390475863,5687.897184466539,5444.895416200501,5212.88227098402,4794.012016738859,5916.592375093189,5498.390468103958,5238.808916797526,6746.29436453081,5294.025703220715,5682.210485472603,4151.108319907365,5461.640182777334,7086.162029484278,4293.770845246813,4771.641596314683,6489.082279285416,4853.154267370796,4617.335511643497,6685.186452517914,4202.372620130587,5736.136366814816,4743.76794264704,4457.821845524094,4139.482067165835,7254.3169711999835,4,8,3,3,4694.005338805631,5328.177718431841,4066.8304583468253,7316.24219153798,5943.6411710031225,3884.040081030338,6595.679128129977,5622.0707804109015,5740.467321097139,0,2,1,9,7,5,3,2,0.09481829340442527,6045.372298145652,4198.007965821411,5003.227849497068,4757.532458554573,4622.127705996462,3726.412660083602,5307.917720775159,4055.1133225460735,4704.380871686752,4892.474540978586,6121.06359362979,3328.9545818821966,5566.206682992299,5631.860937342333,6343.356397266071,5718.139380843481,6401.055833173382,5921.81579277754,5520.264940297906,4972.718086885284,5788.489211572179,5730.674698727057,5457.797675703066,4241.878006922971,4827.155737837298,4467.530469748119,Web Attack
21,3809.9757953917333,3670.867197605019,4819.053859476732,3740.1119184775916,5664.528562909618,4015.1924092191275,4934.255653302872,4067.8531320010015,4994.786103668958,5904.41803290276,6071.914559472365,3704.5250145003024,3838.7566486976766,4087.481439906533,4186.225528195047,3585.3424539123653,6274.148416692848,5662.369206399644,6284.830677450197,4753.696295491451,4225.116382059122,3401.2649555316757,5850.585950923241,5637.697746784998,6097.591490532128,4731.542195649215,3150.5467176362117,5401.678832275165,4703.788840363417,4,4,7,9,5363.6946666007825,6107.981401952614,5618.084037609159,4955.310616214573,6300.859735216968,6214.390388918277,6080.691964128939,5507.441264099689,5685.743177656257,3,1,0,2,1,6,9,5,0.39989059837041874,6929.194603495667,4938.923922794109,6495.159698351235,5588.867620563553,4954.729118180278,2756.781774529615,4305.561908236947,4193.864133761487,5210.116509024499,3818.1483598304126,4106.063607597149,6067.743199188728,4325.525644583982,6396.207549194862,4019.591106970541,3766.479456873591,6427.082605434875,4951.3924293798,5566.378760581118,5959.943878103803,5438.348617602215,6823.252572372089,5974.220306931335,4521.548350234005,4473.9485942346955,5655.300653628008,Infiltration
21,6709.2576765305275,5316.064443414744,4469.6928274957445,5335.758501401343,6527.081560222081,5838.343371735727,6327.518089604498,4775.752087958401,5470.85927347111,6687.965968737544,5672.452041902597,4465.847491418263,5172.3721344393725,6432.4597824394,3993.818648717473,4098.299868183548,4045.391423148509,7505.7913098079825,6440.561009986133,4806.381159903999,6757.776779797524,6134.543405258526,5723.6881396980025,5464.878128943548,4547.388081088537,4559.1226152554245,4410.218857606449,5415.640278369508,5216.676918807326,5,6,9,0,6077.955930758089,5982.1337692220495,5605.136597723219,5521.081647965686,5745.078705993867,4861.387346001509,4947.4202083669,4847.606187402875,4420.689322759799,2,2,1,9,2,4,3,9,0.10897894054191137,3390.323784231059,4712.197940389728,4943.488581394742,4542.85359332042,7904.446384243356,3301.3419482774198,3760.1343479336483,6869.662251788748,4939.75953829395,6109.227886479964,6054.347796400678,3928.0760404380185,5075.235459119949,5610.169465551823,4926.702878452188,6953.650946408248,4974.7240918675425,4870.813846343584,6652.847100798072,4099.11603474634,5448.322815264097,4610.368612298906,4910.903814248474,6241.704847573809,3599.6473029630533,5375.892725185064,BENIGN
80,4963.015762085736,4580.8124333844025,4707.719981041699,5587.962022959526,4566.642561855264,7192.3147660378145,6197.560642568247,5627.6736635799625,6635.286391747242,4516.549884310814,5855.627651485482,5872.875840384713,5283.274101373442,5287.48342970274,4440.583088815018,5835.289558057539,3623.2847134017775,6299.080794555172,4446.075336199209,4991.2735428547685,4316.308965637505,6348.4043471915265,4047.7163436989113,5992.780105949649,4866.731492687836,5196.359192947652,5737.183385746576,5153.450385695979,2926.8868731197904,0,3,8,2,4397.17965818856,4455.601540968191,6551.652922808718,4810.065294096848,5964.25719510706,4739.6411542863825,4770.624311988697,6119.340021506183,6208.993108104613,3,9,0,4,0,7,8,2,0.698923153435991,6144.585635519026,2633.6073919288056,4384.912259295135,6094.624503280505,4172.446598416956,4196.511311594061,5155.4695969928725,4986.344072766163,5435.338989576948,6180.983440822169,4569.433268619799,4369.642364330671,5283.987932761413,5301.360480408292,5087.747313864236,4666.02141173402,3881.668717192463,5511.86150846111,5201.259233953627,4173.594196285732,4200.493285906668,3665.8127516749983,3859.9826051752198,4694.368600544231,4893.142739776369,4942.131950197605,BENIGN
22,5397.413508026937,5441.427096376813,5737.735230461914,3710.440662057204,5502.63343572338,4890.245910820542,3943.2337760118235,4555.038579362632,5635.527950451331,5318.756600501515,5492.520957058402,3402.954918639257,4304.092771074001,4120.048066342345,4919.811212539176,4231.362428143958,3927.791182704592,5289.667034504911,5703.744610890213,5058.149267749574,6767.848087519662,7353.250595506228,5791.97419155628,6363.255844542042,4568.114283132122,4235.350584346076,4690.932560136068,3293.172967646422,4687.259726201554,2,9,0,1,6303.941814946039,4049.1124044937733,4480.262989276283,6939.815985347602,6021.52720457176,5669.494145673432,6354.312230247086,4926.688449414049,5880.445156700257,0,1,3,5,8,6,7,2,0.7683992202538746,4913.868464813881,3308.2092516477487,5552.601569351971,6653.447493491796,5077.000082287419,6406.092001682373,5237.572420481854,6469.241541026677,3906.9512688885707,3412.9978452115747,4865.8689418496215,4246.483303886551,4999.218090689522,5274.263859516731,5519.214682441757,6369.156542485752,3217.421713351394,5598.985518433788,5695.792744881843,3224.299532954593,5569.764392698382,7298.61618225418,4923.533569939787,5938.528675318912,5988.190411941013,6556.77772479293,BENIGN
8080,6219.961347146854,4497.602377202961,4590.97383795577,5460.543624865405,4909.645528712702,5996.665095725847,4574.475691461551,3555.5985257917255,5597.813658853063,5245.177254137853,5383.765608551957,4423.798491434015,4403.562713097654,3625.6673985102716,5791.059285359741,2884.057637862228,3387.6743844361013,4431.61366361523,4345.765046011047,5094.636494270794,5365.740536010826,6131.307839552046,3563.834131531391,4832.167844577492,3844.695206785106,5648.053957184434,5080.321402539663,4690.502863009477,4244.658827255621,6,1,4,8,5886.820888811857,3912.882729270712,4517.467795418635,4385.560565054967,6377.951736798553,5283.183129224995,6145.571537807303,5089.357522588866,5413.920792137748,2,7,5,2,3,4,0,9,0.6149292684368929,5487.18085076116,5224.250492062555,3597.439305706497,4221.198630724852,4917.604555983783,4421.869813481044,4727.934414702597,4285.245040330705,6124.4733505771865,4850.42037476626,5825.136788584158,4918.544236884355,4489.040103011961,4851.6167475182865,6839.577502357553,2951.874421035912,5238.941333887587,5441.818768486331,4735.891765242653,4996.474965652728,5102.147516424794,3699.5025752907177,4277.661071744788,5295.146369420227,6431.820892482972,5817.401393259104,BENIGN
445,3469.7675847738074,5833.8035261091345,4056.875540249899,5910.559119740389,4778.86305563858,5307.333902208389,3305.39950939301,4620.657978736957,5917.622624046013,4352.612383931775,5556.592691787038,4426.112522421723,5203.087365127146,5522.602706625383,5550.881764944665,5818.201829516576,5138.875550110008,5281.938091030279,6516.669662865475,4859.627791485518,5970.311267531124,5175.466501498872,4209.074869518092,4821.465469952193,5508.727852592422,3584.7835810034226,4475.002298121339,4632.3645849884,3988.2443170773827,0,6,2,2,4744.305105286553,3403.5212330635613,4575.113212546353,7000.196720168318,5528.318830393719,6478.49889758245,5768.3260330691655,6018.278956527184,5943.643973731327,7,7,6,4,7,7,7,8,0.15966322457493876,6559.232579842492,4773.914335189116,5851.05871972405,5619.625121860405,5695.424978121974,5766.481362824513,5463.567717089237,2980.038897603048,5719.4559109240945,7233.787763299147,6224.405190742051,5307.635093259019,5298.322186341379,4602.711573453679,4401.315610461719,4125.4631777553695,3234.363088439024,7191.586744477869,6068.360928375434,5082.03320838253,4117.23359268589,5087.154027728948,4375.596127243035,5876.155120122554,4265.774519085297,5219.942755982796,BENIGN
21,4434.182815092928,6978.902601934739,5297.585808130106,4837.357577949108,4422.347677068346,4147.675665838622,3316.2176140453275,5222.5509061428165,4298.956847978553,4611.808762853163,5401.389806665989,5448.272830714355,3756.230331500954,4600.523113395375,4356.028413442393,6295.980886828252,3885.5500748851146,5872.8750582432385,3757.021973309231,3548.2894515740077,5540.990548900966,4710.506874295805,4340.374043384432,3895.724924876946,6587.069584254276,6696.365155044139,5989.762345878184,3794.0622446065518,5411.961248362412,3,7,9,7,4634.921294028809,4577.305322476415,4592.202311153861,3810.581140771352,3589.9645609649524,6736.147127671201,5674.817061013547,5666.905505859597,2427.247847534839,4,9,8,0,5,2,5,4,0.5585250946998808,5855.609198019867,5044.810370394512,5625.909753135963,6205.303065871606,4111.7625494250005,5057.794749326633,6242.869202984772,5771.705798936038,5683.238194840454,4905.77876417055,4401.583430572107,3400.5014561303597,4506.1320952633,6412.6067952496605,3974.0358200420264,4965.461779000764,5188.444525810897,2863.494191137943,6587.891861061411,5167.883265985623,6238.233126904257,4674.8252095461385,3425.540874891488,4962.194118660511,4355.520031474927,6125.660400737703,BENIGN
8080,4178.320672983489,4434.957254488225,5729.886163710123,4946.544864846933,5314.401226634966,6243.806879801601,3853.575051535023,4800.104861776853,5678.885123830232,6509.371520612656,6079.19650143339,4054.8609586782877,5659.049410079679,5813.106864168032,6845.043701673063,3599.0714753799816,4677.351390473088,5367.562539407038,3901.3502788643073,5553.182634921193,5524.832970883084,5556.787235692977,5261.85171159003,5393.3601743451745,5587.454099279814,4645.742385015182,4514.402677068744,4806.745170607361,5006.450338506979,6,1,5,7,3271.345441285601,5004.702778743133,5103.510928726617,6168.936401123663,5184.55407781122,6160.124418596869,7134.040444924842,5245.917951966282,5600.526603515375,0,9,7,9,7,9,9,6,0.2913535098420089,5593.851425236765,4955.651943207035,5160.857089906764,4129.528164074575,4226.221641782777,4551.938993855142,3976.5928818135017,2560.787992638031,3678.4151792385146,5409.822993935821,5936.11564974808,6153.231369722565,5160.023659445276,4376.12642500518,5290.838600849989,5197.695327542399,4891.888690677481,5569.962581869774,4002.803932274953,4386.223313976822,4593.9742825345265,6522.977524490444,6352.174067411324,4951.614351968421,6568.890684688388,5812.374041354629,BENIGN
445,5531.153613506551,4091.8512454528427,3849.8154767770197,2935.8963379732513,3607.2428300841607,5293.358176206454,6066.444219205215,5550.186691593591,4124.837834761361,4340.935666802155,6686.177996161029,3142.4633471478487,5362.77085595003,5289.812425701162,5623.761771949771,6765.772021732771,4697.330878226054,5517.465788387516,4548.682664186151,5345.440382829797,6490.493687235022,3266.159035201943,4256.425686369638,4590.756141687687,5123.188045999514,5158.078478442956,5128.376680803222,5719.504871149109,3967.6619741929544,9,9,2,5,6691.122600460352,4369.320557323948,5379.289473305188,5704.848316587808,3146.4429906614137,4618.27609093068,5879.832334111135,6273.407449487429,4474.556529241538,7,3,1,3,2,2,9,6,0.25622121363976313,5003.980390730079,4675.152337007342,5985.946216197304,5421.522648634427,6313.147914966676,5065.292524685562,4882.881487821429,5074.459535407277,5857.7787575099055,6228.892137653882,3189.6637137114567,4702.712578137094,3736.422543999447,4502.5930759066405,6245.734146616602,4464.633910295513,5896.884783933825,6436.264436188181,4764.472502545066,5163.093415947217,4340.26755218904,4253.309167367963,4532.199345649358,7117.723495848089,5268.43651198083,6227.634380586951,BENIGN
22,5201.5345469204185,5676.551735706959,7090.634707708738,6091.103049814072,2400.2567448808254,5844.4376580328135,4324.1350167853625,5444.29036478085,4093.678064680982,4077.659559705029,4396.906067187471,4557.8511589680165,4827.612198860089,4303.470768867208,5053.153451598572,5507.13494982866,6412.848597694698,5298.197224875822,4803.594510116134,3571.2126255378134,5099.679302191437,4290.103041854252,4013.5730811644753,4201.375403219876,3139.274411684747,4480.167484702712,4299.008411698391,5196.431550191917,4503.673352157465,8,6,9,4,4807.370478508563,4895.536547227959,6409.60095352375,7090.107991927574,4772.79548790356,5701.127250188251,5902.9071379227835,4335.41915587999,6018.419118011812,6,6,7,9,5,4,8,6,0.34350428946283673,4601.565759540131,4162.71007965243,5648.835982882608,6385.631835305353,4964.783962465778,6108.062147184871,4425.476000625102,4991.8638743667125,5815.357934591525,5382.05875488554,5067.651121161052,5936.258517459339,5600.282476847672,5041.838854054863,4968.55613829615,6056.080341022137,5786.36899814113,4408.432987603854,5843.9286517909495,4843.349544496901,4597.438112501805,2986.020860148795,3174.7494357477617,5397.446907132356,4357.018601164062,5948.028834746955,BENIGN
8080,2671.1573867749485,4563.455173176282,4675.40970371526,3808.195839060112,5315.032996264097,5798.743197258896,3786.7667119249977,4049.932671767712,5389.84150863861,4271.6844913706145,4780.8985635239815,5800.8868947882365,4720.7913812030565,6059.302566286283,5622.765928564134,4200.450514111516,4207.169721254491,5297.90650354014,5919.0884879842215,4892.164943245655,6567.911008558483,6100.196007052136,5413.862458277105,4224.807052885669,5512.608669321962,6748.532703135243,3418.1914493448594,6083.383298722985,4901.6746743158365,3,4,2,7,4805.32367495451,5228.923976226572,5099.509535496809,3455.6455794721687,6148.654725567191,5428.11567635608,5838.418886962645,5221.415619087598,4365.240163046841,1,9,8,5,3,4,6,9,0.43204984398854807,5859.03578534704,3124.354030180256,5713.443172821704,3484.935940055511,4125.027333288469,5786.447255462393,4816.856692019886,4907.825295241933,6884.164221071411,6302.850060430062,4502.215397060705,5874.703710923093,4642.696985181484,6375.180049607065,4994.089565096723,6767.814632536184,4838.8194095952385,3388.8276405332344,4779.25983612874,4854.012401269831,5125.894764622251,4387.4908059120835,5155.092025483125,4400.11072161498,5231.626525418096,5085.913513782251,DoS
445,4571.613440014345,4102.307857317979,6127.298062169279,3651.0626516422453,5363.789248138644,6064.3721814084,5876.291903406594,5027.627687612036,4697.8559124979265,4283.282264188605,5003.294024352764,5359.022785393901,5185.932100945923,5340.788376719582,5020.808842029086,4203.045864423038,5673.4732382881575,6667.379615168384,3605.498002760206,5330.555653725475,5036.36042521989,5944.193510051366,4723.243082816908,3946.5639644002913,5839.089165465976,5661.289885231693,3575.081972238536,3988.7210666983897,3834.5697948959187,3,7,6,0,5174.436746668896,3833.7170115025037,5159.8849352683,5380.286474028906,6217.228626576607,4756.113505485757,4245.84734435011,6972.79901392733,5655.419243914663,3,7,3,1,5,8,9,3,0.3177873078446686,3280.7037632278766,4344.680207710312,5700.546768536768,4001.667597494903,5403.1260581493,5231.129195266708,5297.472451793562,7282.743030785525,5321.560510806784,4901.905935484094,5335.546274554862,4265.377239249894,4882.916976285755,4883.425682884594,4643.727267897153,6146.277123574037,3356.268028773072,5621.329132598486,4895.597477061688,4581.8555560392615,5300.6036845291765,6033.442015924852,5032.086842785012,4716.795804727919,3150.111082807512,6688.532746077636,BENIGN
3389,4617.938270133154,4584.500796726294,4556.3013259515155,5785.194236445334,4249.21685146528,5974.248958184966,5816.522093753903,4208.15538454614,7490.682918272863,4029.5671542700957,6519.2165868776465,4164.334788690395,3838.2406650255184,4586.02968418333,4220.771953252639,5577.233426014971,4257.66434802551,5344.402626146591,3579.427769096309,3995.43317439877,4464.987971440396,4881.397345387071,5190.553367099247,7205.467812590256,5137.191914700773,6757.0917008155775,5001.378633566539,6065.6631168094955,3500.583800492644,7,3,4,8,4505.5397126906655,5082.446268417674,3897.923335495394,4542.430953641245,5464.166981928757,6280.942949003167,5287.261854348531,6686.367640889568,3715.403428844192,5,3,6,6,3,9,6,0,0.3198685141068486,4683.7468784563625,3779.515810307096,4782.381887359314,3856.161063054239,4750.173719856336,4778.195971588706,4731.94839298033,6324.727990659219,2682.1456233521903,4471.202658627949,5245.709137705639,7144.141148302458,4335.134628793309,4448.310848462467,4969.554908287358,4493.451929607956,4719.71128256659,6170.8360282502435,6306.9081866388715,6985.135162034354,4835.950579008281,4613.713380665144,4104.475681375276,3383.727371259686,3889.112194504136,4708.258951381786,BENIGN
3389,5906.666326085897,4710.780318130426,7102.1491168782695,6093.652090299735,5009.275901985701,4359.547296086052,5683.285367765054,4853.774860098689,4214.282417056525,3697.7860505481112,6676.538407047436,3757.049739120952,5216.733006228789,4777.7547212821055,3726.0864403643022,6423.32855862115,3500.396387292564,5512.087039980495,4901.553169439397,2613.639582316928,5572.6564174166215,4913.8184523611135,2494.3237758339037,4615.755077633726,6434.898328671748,7188.937161936948,7299.637540970888,6501.386718710119,6519.322175630597,2,5,7,6,5374.832433120377,5084.656946678589,4145.89717332739,4960.090824521342,2441.6099543233013,3941.75967111633,4939.166266236923,4639.018847809703,5870.274939583582,2,8,5,0,3,9,2,5,0.14288513144646164,4378.616829809798,5204.588395653244,4130.258475188495,4321.616179757821,5528.764237967818,5209.244981984038,5066.912691336825,6667.1691157211335,5103.940522275269,5503.729863277819,5945.768744052453,5111.981788482399,5678.2776400085895,4617.176635277042,4182.428506217623,4679.74682183193,5977.1984125630715,5802.8045205198105,3854.082646677699,6883.441303417967,4288.226672102409,5114.04017545787,4908.756720664618,4435.448918574203,3833.539800542259,5649.861770279401,BENIGN
445,6364.433886622981,4571.845226774775,3453.8125181149153,5066.110283114282,5484.614495974323,5576.985587167442,3948.6244933743546,5370.076830753082,5835.693783908093,5168.419275020728,6139.543572996443,5975.126505827904,4664.91221242991,4474.504992309712,4604.600434541262,3453.7965604668298,4623.705800149898,4358.575656769443,4879.703829894421,4752.424281691901,5148.76706098031,5411.474575366686,5622.307080059076,4642.503333069535,6267.803563193633,3840.0233698684688,3992.653711396806,3887.7304847952646,5508.0568158950755,3,3,8,6,6047.900238463257,4963.588927585222,4036.318843189735,3158.813289426672,5834.838609729737,5313.552585899282,6448.740674562825,6302.327841394242,6688.250352614299,9,6,1,4,5,6,9,3,0.6776856035786649,5778.863623784448,5807.451640738342,4596.344594608176,5363.038299112577,5609.950081265791,5163.757401969264,4492.724496133173,6183.73817330672,5355.76013610151,6075.202623522802,5563.222839830864,4498.586511086206,5652.766499847475,4097.731030613361,5446.449348961612,5006.918022039389,3698.792219654864,5623.189922324199,5383.593021548154,5797.762042490161,4324.57055747623,5252.743556180449,5331.083338411563,5998.890102780567,4690.313238813582,3593.759947809667,BENIGN
445,3754.4118426016807,4914.663002828199,3063.663324304167,5618.582504512487,5632.1363299646855,6271.228537081687,5814.666252426346,5866.535807374609,4304.396698572009,4643.875644193304,4762.672209033673,4794.050939422162,4611.887303980684,4685.871917760328,4800.6016610506385,4982.035348367278,3666.9396700240786,5747.7147300432425,3838.2305539303243,5064.180892808347,5346.105219896168,5677.080256542355,6091.506973647769,5053.071706382876,4375.06103571563,5530.5304750339055,4594.254090580074,4617.14003110878,4398.5385756594915,6,2,5,0,6163.61427034737,5264.719948062539,6043.559546232384,4389.167669906488,4794.095560039231,3539.1956654315063,5236.545942488173,3570.0460128659433,3402.504078936176,2,1,3,0,6,8,7,0,0.3351376478624858,5934.054715032874,5693.786551035615,6579.428979269888,4680.599392860075,5963.212477619385,6400.26873338352,4964.567933825524,6181.542987799633,6144.976537258364,5747.058362384094,4578.858963858516,6028.275616953245,3779.2305246728347,4336.178979460755,4114.043998423014,6168.0351240649625,6056.249281095037,2824.97323774132,3358.7236208678773,4682.017559418494,5229.978405516387,3320.485324214037,5426.447333421138,3911.7901062308956,4764.133620781306,5829.9338690957,BENIGN
8080,3504.203587443563,4617.4096541784165,5160.610111803591,7026.624482939333,5309.73181748184,6887.787915194513,4613.289846719446,5194.84908362764,2900.779430415212,5604.64039960057,5998.341227973141,4488.019019621776,4845.1339744062425,4344.733573375559,4667.295268965797,4581.850790263232,4518.291657194497,5762.5063230917785,4272.57768792396,5012.375069485867,6638.666802719339,4554.851171753157,4662.7941692225195,6019.167680625489,5143.843176870521,6133.044191248629,6370.469684008692,5374.901962335055,6055.855396895712,9,5,1,1,5348.811591967178,4586.802322308538,5393.296687672128,5176.4795627913745,5516.755909798855,6276.288555248293,3769.026872088435,4342.515968570307,3659.824890914044,9,3,1,3,5,4,3,1,0.4406627400529519,4393.004879332302,2751.5716309864633,6455.626400969007,4346.479173689602,4418.431011841942,6160.162868714352,5678.443997995817,5710.637406411174,5433.669784756992,4500.528614970902,4192.591300952368,4772.128445978365,4279.965747655173,4333.785817049175,5493.83342155828,3851.130753166489,5109.815568823177,5427.424976577608,5743.063226500044,6007.639490994961,4301.223686761931,6758.23149465521,4146.582262222162,5740.213759430624,6662.52592586845,6209.628530469458,BENIGN
80,4875.219667126556,4397.673818554545,6439.595714102886,4453.6288092504465,6685.8302708580595,6783.769729596335,4806.244589280627,4724.82813679255,3822.0755030573514,4373.150673476237,5435.350801890266,5363.158301602185,5072.822031592675,4346.955148483914,3762.1042867288925,3597.481736732045,4435.089488320132,5729.705689523438,4166.912765872075,4326.333962828202,6973.282808224689,5014.097882821084,4415.2510491059365,6027.702605676317,4354.835380031062,4468.448274993243,6470.330643553764,4662.692451523364,3571.2844150922447,5,1,6,1,4149.551274006902,6282.409744594651,5427.911291539792,3467.7626823226556,5074.457652000251,5452.8380486600045,7011.220810929542,7087.017939399619,4001.9672030440825,1,8,6,5,7,5,6,9,0.03991052911360038,5249.159749281943,5569.686829284758,4666.229887019382,2186.6288554560165,4048.510869181838,5449.626541940952,6483.466374682701,5767.114751606991,5494.280797297766,4200.335492256354,6931.556809247452,5735.040254281081,5865.566507333699,4382.219336814736,5954.009268226061,5348.885094601445,3951.73239492859,3024.9783907229894,5730.177301132521,5243.194475877789,3264.270665847394,5431.230363546738,4152.733640585633,5458.228040722814,4994.311390629185,3856.020046891894,BENIGN
445,4922.399124915956,4518.724610578705,5655.608884405003,5013.24611886296,5687.664457423514,6540.812124629479,3593.5535053954018,5905.58062257827,5230.938888938168,6235.94029117665,3935.3594643196775,4209.160149787757,6119.41597273181,3987.054407059472,4744.216185815546,6410.476609339751,3621.3328924793504,5612.545081291166,5254.629199157031,5596.416650189148,5369.473827439525,5025.850982351625,4682.947299668916,5903.412897383467,4809.273504559215,5248.957003458403,4245.930971760525,4245.389949414774,4747.257505485022,7,7,8,8,4483.881099343727,5692.513170556543,5181.493754321388,4843.619254289146,7011.972210787577,4255.914946961052,7072.7302945297815,4674.963787439094,4849.375830449599,0,4,8,8,7,7,9,1,0.9069588835674889,5623.037276569837,4473.587425990139,3653.150546794044,2238.6427776636597,4881.692696557779,4191.669226786854,3466.9140740169746,5843.7312520133855,4947.020864028064,4704.156003953655,6681.074919825236,4117.428215462151,5470.827426430404,5175.956593172072,5466.26253998452,5922.332189212996,4824.299070589241,4764.906351808093,4400.143243900542,6240.023423104709,3300.5745970654416,4801.344409701307,6224.900364694235,3220.7647752642733,5793.638196544223,5169.0445799416775,PortScan
